Unnamed: 0,id_medicine,id_disease,correlation_score
62990,-32,-10,0.386
62991,-32,-10,0.523
62992,-32,-10,0.552
62993,-32,-10,0.524
62994,-32,-10,0.454
62995,-32,-10,0.11
62996,-32,-10,0.298
62997,-32,-10,0.315
62998,-32,-10,0.376
62999,-32,-10,0.491
63000,-32,-11,0.439
63001,-32,-11,0.594
63002,-32,-11,0.301
63003,-32,-11,0.17
63004,-32,-11,0.699
63005,-32,-11,0.261
63006,-32,-11,0.653
63007,-32,-11,0.414
63008,-32,-11,0.452
63009,-32,-11,0.536
63010,-32,-11,0.357
63011,-32,-11,0.141
63012,-32,-11,0.657
63013,-32,-11,0.323
63014,-32,-11,0.239
63015,-32,-11,0.384
63016,-32,-11,0.377
63017,-32,-11,0.319
63018,-32,-11,0.285
63019,-32,-11,0.454
63020,-32,-12,0.195
63021,-32,-12,0.318
63022,-32,-12,0.135
63023,-32,-12,0.383
63024,-32,-12,0.317
63025,-32,-12,0.642
63026,-32,-12,0.139
63027,-32,-12,0.121
63028,-32,-12,0.102
63029,-32,-12,0.105
63030,-32,-12,0.361
63031,-32,-12,0.21
63032,-32,-12,0.3
63033,-32,-12,0.631
63034,-32,-12,0.399
63035,-32,-12,0.649
63036,-32,-12,0.135
63037,-32,-12,0.243
63038,-32,-12,0.631
63039,-32,-12,0.199
63040,-32,-13,0.348
63041,-32,-13,0.572
63042,-32,-13,0.516
63043,-32,-13,0.165
63044,-32,-13,0.62
63045,-32,-13,0.524
63046,-32,-13,0.348
63047,-32,-13,0.238
63048,-32,-13,0.187
63049,-32,-13,0.605
63050,-32,-13,0.477
63051,-32,-13,0.523
63052,-32,-13,0.183
63053,-32,-13,0.675
63054,-32,-13,0.382
63055,-32,-13,0.399
63056,-32,-13,0.212
63057,-32,-13,0.254
63058,-32,-13,0.199
63059,-32,-13,0.486
63060,-32,-14,0.251
63061,-32,-14,0.266
63062,-32,-14,0.387
63063,-32,-14,0.255
63064,-32,-14,0.546
63065,-32,-14,0.37
63066,-32,-14,0.539
63067,-32,-14,0.253
63068,-32,-14,0.602
63069,-32,-14,0.461
63070,-32,-14,0.43
63071,-32,-14,0.391
63072,-32,-14,0.214
63073,-32,-14,0.241
63074,-32,-14,0.377
63075,-32,-14,0.107
63076,-32,-14,0.169
63077,-32,-14,0.638
63078,-32,-14,0.545
63079,-32,-14,0.465
63080,-32,-15,0.112
63081,-32,-15,0.236
63082,-32,-15,0.622
63083,-32,-15,0.494
63084,-32,-15,0.27
63085,-32,-15,0.537
63086,-32,-15,0.594
63087,-32,-15,0.18
63088,-32,-15,0.565
63089,-32,-15,0.603
63090,-32,-15,0.587
63091,-32,-15,0.474
63092,-32,-15,0.299
63093,-32,-15,0.648
63094,-32,-15,0.11
63095,-32,-15,0.345
63096,-32,-15,0.389
63097,-32,-15,0.172
63098,-32,-15,0.438
63099,-32,-15,0.204
63100,-32,-16,0.486
63101,-32,-16,0.131
63102,-32,-16,0.121
63103,-32,-16,0.641
63104,-32,-16,0.35
63105,-32,-16,0.684
63106,-32,-16,0.408
63107,-32,-16,0.651
63108,-32,-16,0.285
63109,-32,-16,0.374
63110,-32,-16,0.688
63111,-32,-16,0.588
63112,-32,-16,0.103
63113,-32,-16,0.322
63114,-32,-16,0.513
63115,-32,-16,0.449
63116,-32,-16,0.546
63117,-32,-16,0.178
63118,-32,-16,0.55
63119,-32,-16,0.247
63120,-32,-17,0.396
63121,-32,-17,0.142
63122,-32,-17,0.552
63123,-32,-17,0.284
63124,-32,-17,0.565
63125,-32,-17,0.672
63126,-32,-17,0.304
63127,-32,-17,0.396
63128,-32,-17,0.469
63129,-32,-17,0.374
63130,-32,-17,0.117
63131,-32,-17,0.132
63132,-32,-17,0.241
63133,-32,-17,0.357
63134,-32,-17,0.259
63135,-32,-17,0.408
63136,-32,-17,0.567
63137,-32,-17,0.211
63138,-32,-17,0.214
63139,-32,-17,0.175
63140,-32,-18,0.116
63141,-32,-18,0.646
63142,-32,-18,0.453
63143,-32,-18,0.448
63144,-32,-18,0.463
63145,-32,-18,0.419
63146,-32,-18,0.195
63147,-32,-18,0.167
63148,-32,-18,0.471
63149,-32,-18,0.485
63150,-32,-18,0.114
63151,-32,-18,0.63
63152,-32,-18,0.607
63153,-32,-18,0.233
63154,-32,-18,0.598
63155,-32,-18,0.124
63156,-32,-18,0.267
63157,-32,-18,0.19
63158,-32,-18,0.506
63159,-32,-18,0.366
63160,-32,-19,0.671
63161,-32,-19,0.413
63162,-32,-19,0.696
63163,-32,-19,0.556
63164,-32,-19,0.393
63165,-32,-19,0.237
63166,-32,-19,0.275
63167,-32,-19,0.432
63168,-32,-19,0.181
63169,-32,-19,0.444
63170,-32,-19,0.275
63171,-32,-19,0.374
63172,-32,-19,0.454
63173,-32,-19,0.103
63174,-32,-19,0.217
63175,-32,-19,0.477
63176,-32,-19,0.384
63177,-32,-19,0.669
63178,-32,-19,0.172
63179,-32,-19,0.493
63180,-32,-20,0.194
63181,-32,-20,0.419
63182,-32,-20,0.412
63183,-32,-20,0.547
63184,-32,-20,0.673
63185,-32,-20,0.544
63186,-32,-20,0.415
63187,-32,-20,0.14
63188,-32,-20,0.396
63189,-32,-20,0.436
63190,-32,-20,0.622
63191,-32,-20,0.635
63192,-32,-20,0.52
63193,-32,-20,0.267
63194,-32,-20,0.557
63195,-32,-20,0.101
63196,-32,-20,0.663
63197,-32,-20,0.249
63198,-32,-20,0.489
63199,-32,-20,0.367
63200,-32,-1,0.549
63201,-32,-1,0.591
63202,-32,-1,0.453
63203,-32,-1,0.421
63204,-32,-1,0.408
63205,-32,-1,0.614
63206,-32,-1,0.226
63207,-32,-1,0.232
63208,-32,-1,0.699
63209,-32,-1,0.182
63210,-32,-1,0.689
63211,-32,-1,0.424
63212,-32,-1,0.322
63213,-32,-1,0.253
63214,-32,-1,0.281
63215,-32,-1,0.536
63216,-32,-1,0.499
63217,-32,-1,0.549
63218,-32,-1,0.698
63219,-32,-1,0.207
63220,-32,-2,0.617
63221,-32,-2,0.165
63222,-32,-2,0.665
63223,-32,-2,0.178
63224,-32,-2,0.102
63225,-32,-2,0.357
63226,-32,-2,0.266
63227,-32,-2,0.665
63228,-32,-2,0.199
63229,-32,-2,0.424
63230,-32,-2,0.309
63231,-32,-2,0.223
63232,-32,-2,0.673
63233,-32,-2,0.393
63234,-32,-2,0.349
63235,-32,-2,0.615
63236,-32,-2,0.666
63237,-32,-2,0.512
63238,-32,-2,0.178
63239,-32,-2,0.587
63240,-32,-3,0.315
63241,-32,-3,0.65
63242,-32,-3,0.174
63243,-32,-3,0.576
63244,-32,-3,0.383
63245,-32,-3,0.577
63246,-32,-3,0.452
63247,-32,-3,0.161
63248,-32,-3,0.549
63249,-32,-3,0.434
63250,-32,-3,0.613
63251,-32,-3,0.255
63252,-32,-3,0.245
63253,-32,-3,0.509
63254,-32,-3,0.474
63255,-32,-3,0.295
63256,-32,-3,0.374
63257,-32,-3,0.652
63258,-32,-3,0.372
63259,-32,-3,0.632
63260,-32,-4,0.318
63261,-32,-4,0.231
63262,-32,-4,0.387
63263,-32,-4,0.151
63264,-32,-4,0.462
63265,-32,-4,0.614
63266,-32,-4,0.677
63267,-32,-4,0.248
63268,-32,-4,0.142
63269,-32,-4,0.357
63270,-32,-4,0.345
63271,-32,-4,0.116
63272,-32,-4,0.569
63273,-32,-4,0.247
63274,-32,-4,0.681
63275,-32,-4,0.314
63276,-32,-4,0.417
63277,-32,-4,0.592
63278,-32,-4,0.337
63279,-32,-4,0.577
63280,-32,-5,0.293
63281,-32,-5,0.695
63282,-32,-5,0.285
63283,-32,-5,0.425
63284,-32,-5,0.628
63285,-32,-5,0.568
63286,-32,-5,0.554
63287,-32,-5,0.696
63288,-32,-5,0.425
63289,-32,-5,0.431
63290,-32,-5,0.659
63291,-32,-5,0.188
63292,-32,-5,0.466
63293,-32,-5,0.684
63294,-32,-5,0.674
63295,-32,-5,0.344
63296,-32,-5,0.132
63297,-32,-5,0.362
63298,-32,-5,0.443
63299,-32,-5,0.382
63300,-32,-6,0.21
63301,-32,-6,0.438
63302,-32,-6,0.29
63303,-32,-6,0.215
63304,-32,-6,0.394
63305,-32,-6,0.206
63306,-32,-6,0.247
63307,-32,-6,0.169
63308,-32,-6,0.654
63309,-32,-6,0.39
63310,-32,-6,0.435
63311,-32,-6,0.607
63312,-32,-6,0.154
63313,-32,-6,0.361
63314,-32,-6,0.63
63315,-32,-6,0.374
63316,-32,-6,0.324
63317,-32,-6,0.192
63318,-32,-6,0.354
63319,-32,-6,0.196
63320,-32,-7,0.386
63321,-32,-7,0.161
63322,-32,-7,0.286
63323,-32,-7,0.548
63324,-32,-7,0.579
63325,-32,-7,0.114
63326,-32,-7,0.313
63327,-32,-7,0.501
63328,-32,-7,0.37
63329,-32,-7,0.286
63330,-32,-7,0.596
63331,-32,-7,0.458
63332,-32,-7,0.633
63333,-32,-7,0.392
63334,-32,-7,0.21
63335,-32,-7,0.163
63336,-32,-7,0.518
63337,-32,-7,0.483
63338,-32,-7,0.219
63339,-32,-7,0.437
63340,-32,-8,0.254
63341,-32,-8,0.697
63342,-32,-8,0.674
63343,-32,-8,0.415
63344,-32,-8,0.349
63345,-32,-8,0.497
63346,-32,-8,0.359
63347,-32,-8,0.482
63348,-32,-8,0.576
63349,-32,-8,0.127
63350,-32,-8,0.697
63351,-32,-8,0.176
63352,-32,-8,0.511
63353,-32,-8,0.671
63354,-32,-8,0.483
63355,-32,-8,0.153
63356,-32,-8,0.143
63357,-32,-8,0.367
63358,-32,-8,0.268
63359,-32,-8,0.13
63360,-32,-9,0.143
63361,-32,-9,0.134
63362,-32,-9,0.109
63363,-32,-9,0.34
63364,-32,-9,0.692
63365,-32,-9,0.561
63366,-32,-9,0.614
63367,-32,-9,0.265
63368,-32,-9,0.435
63369,-32,-9,0.455
63370,-32,-9,0.488
63371,-32,-9,0.617
63372,-32,-9,0.136
63373,-32,-9,0.115
63374,-32,-9,0.58
63375,-32,-9,0.362
63376,-32,-9,0.575
63377,-32,-9,0.222
63378,-32,-9,0.146
63379,-32,-9,0.459
63380,-32,-10,0.21
63381,-32,-10,0.186
63382,-32,-10,0.156
63383,-32,-10,0.502
63384,-32,-10,0.348
63385,-32,-10,0.586
63386,-32,-10,0.548
63387,-32,-10,0.41
63388,-32,-10,0.254
63389,-32,-10,0.233
63390,-32,-10,0.519
63391,-32,-10,0.619
63392,-32,-10,0.422
63393,-32,-10,0.605
63394,-32,-10,0.291
63395,-32,-10,0.311
63396,-32,-10,0.382
63397,-32,-10,0.37
63398,-32,-10,0.622
63399,-32,-10,0.627
63400,-32,-11,0.285
63401,-32,-11,0.223
63402,-32,-11,0.609
63403,-32,-11,0.463
63404,-32,-11,0.462
63405,-32,-11,0.291
63406,-32,-11,0.386
63407,-32,-11,0.491
63408,-32,-11,0.253
63409,-32,-11,0.137
63410,-32,-11,0.396
63411,-32,-11,0.169
63412,-32,-11,0.391
63413,-32,-11,0.656
63414,-32,-11,0.166
63415,-32,-11,0.134
63416,-32,-11,0.666
63417,-32,-11,0.257
63418,-32,-11,0.115
63419,-32,-11,0.498
63420,-32,-12,0.21
63421,-32,-12,0.213
63422,-32,-12,0.243
63423,-32,-12,0.545
63424,-32,-12,0.592
63425,-32,-12,0.42
63426,-32,-12,0.425
63427,-32,-12,0.36
63428,-32,-12,0.132
63429,-32,-12,0.201
63430,-32,-12,0.38
63431,-32,-12,0.527
63432,-32,-12,0.555
63433,-32,-12,0.349
63434,-32,-12,0.329
63435,-32,-12,0.692
63436,-32,-12,0.356
63437,-32,-12,0.608
63438,-32,-12,0.52
63439,-32,-12,0.656
63440,-32,-13,0.327
63441,-32,-13,0.194
63442,-32,-13,0.402
63443,-32,-13,0.69
63444,-32,-13,0.185
63445,-32,-13,0.391
63446,-32,-13,0.257
63447,-32,-13,0.489
63448,-32,-13,0.38
63449,-32,-13,0.571
63450,-32,-13,0.36
63451,-32,-13,0.655
63452,-32,-13,0.253
63453,-32,-13,0.165
63454,-32,-13,0.238
63455,-32,-13,0.444
63456,-32,-13,0.22
63457,-32,-13,0.349
63458,-32,-13,0.162
63459,-32,-13,0.538
63460,-32,-14,0.559
63461,-32,-14,0.452
63462,-32,-14,0.271
63463,-32,-14,0.162
63464,-32,-14,0.66
63465,-32,-14,0.619
63466,-32,-14,0.337
63467,-32,-14,0.175
63468,-32,-14,0.237
63469,-32,-14,0.385
63470,-32,-14,0.615
63471,-32,-14,0.634
63472,-32,-14,0.501
63473,-32,-14,0.544
63474,-32,-14,0.328
63475,-32,-14,0.682
63476,-32,-14,0.432
63477,-32,-14,0.528
63478,-32,-14,0.226
63479,-32,-14,0.132
63480,-32,-15,0.498
63481,-32,-15,0.327
63482,-32,-15,0.112
63483,-32,-15,0.385
63484,-32,-15,0.39
63485,-32,-15,0.247
63486,-32,-15,0.65
63487,-32,-15,0.696
63488,-32,-15,0.134
63489,-32,-15,0.562
63490,-32,-15,0.554
63491,-32,-15,0.667
63492,-32,-15,0.335
63493,-32,-15,0.331
63494,-32,-15,0.347
63495,-32,-15,0.56
63496,-32,-15,0.425
63497,-32,-15,0.395
63498,-32,-15,0.413
63499,-32,-15,0.291
63500,-32,-16,0.172
63501,-32,-16,0.293
63502,-32,-16,0.405
63503,-32,-16,0.393
63504,-32,-16,0.204
63505,-32,-16,0.31
63506,-32,-16,0.537
63507,-32,-16,0.449
63508,-32,-16,0.29
63509,-32,-16,0.632
63510,-32,-16,0.28
63511,-32,-16,0.17
63512,-32,-16,0.427
63513,-32,-16,0.47
63514,-32,-16,0.11
63515,-32,-16,0.239
63516,-32,-16,0.485
63517,-32,-16,0.391
63518,-32,-16,0.166
63519,-32,-16,0.602
63520,-32,-17,0.133
63521,-32,-17,0.402
63522,-32,-17,0.367
63523,-32,-17,0.317
63524,-32,-17,0.467
63525,-32,-17,0.32
63526,-32,-17,0.47
63527,-32,-17,0.493
63528,-32,-17,0.647
63529,-32,-17,0.684
63530,-32,-17,0.113
63531,-32,-17,0.345
63532,-32,-17,0.383
63533,-32,-17,0.247
63534,-32,-17,0.597
63535,-32,-17,0.374
63536,-32,-17,0.311
63537,-32,-17,0.321
63538,-32,-17,0.524
63539,-32,-17,0.609
63540,-32,-18,0.146
63541,-32,-18,0.64
63542,-32,-18,0.41
63543,-32,-18,0.382
63544,-32,-18,0.51
63545,-32,-18,0.312
63546,-32,-18,0.598
63547,-32,-18,0.538
63548,-32,-18,0.609
63549,-32,-18,0.42
63550,-32,-18,0.577
63551,-32,-18,0.279
63552,-32,-18,0.699
63553,-32,-18,0.312
63554,-32,-18,0.279
63555,-32,-18,0.145
63556,-32,-18,0.645
63557,-32,-18,0.275
63558,-32,-18,0.663
63559,-32,-18,0.389
63560,-32,-19,0.657
63561,-32,-19,0.4
63562,-32,-19,0.669
63563,-32,-19,0.452
63564,-32,-19,0.263
63565,-32,-19,0.245
63566,-32,-19,0.103
63567,-32,-19,0.577
63568,-32,-19,0.274
63569,-32,-19,0.126
63570,-32,-19,0.251
63571,-32,-19,0.586
63572,-32,-19,0.541
63573,-32,-19,0.215
63574,-32,-19,0.384
63575,-32,-19,0.385
63576,-32,-19,0.539
63577,-32,-19,0.106
63578,-32,-19,0.616
63579,-32,-19,0.684
63580,-32,-20,0.528
63581,-32,-20,0.699
63582,-32,-20,0.386
63583,-32,-20,0.576
63584,-32,-20,0.263
63585,-32,-20,0.697
63586,-32,-20,0.205
63587,-32,-20,0.577
63588,-32,-20,0.317
63589,-32,-20,0.168
63590,-32,-20,0.259
63591,-32,-20,0.167
63592,-32,-20,0.676
63593,-32,-20,0.503
63594,-32,-20,0.553
63595,-32,-20,0.63
63596,-32,-20,0.614
63597,-32,-20,0.353
63598,-32,-20,0.501
63599,-32,-20,0.236
63600,-32,-1,0.625
63601,-32,-1,0.353
63602,-32,-1,0.208
63603,-32,-1,0.391
63604,-32,-1,0.167
63605,-32,-1,0.646
63606,-32,-1,0.366
63607,-32,-1,0.514
63608,-32,-1,0.458
63609,-32,-1,0.159
63610,-32,-1,0.588
63611,-32,-1,0.58
63612,-32,-1,0.684
63613,-32,-1,0.348
63614,-32,-1,0.251
63615,-32,-1,0.508
63616,-32,-1,0.568
63617,-32,-1,0.175
63618,-32,-1,0.37
63619,-32,-1,0.676
63620,-32,-2,0.471
63621,-32,-2,0.488
63622,-32,-2,0.304
63623,-32,-2,0.115
63624,-32,-2,0.222
63625,-32,-2,0.155
63626,-32,-2,0.117
63627,-32,-2,0.572
63628,-32,-2,0.23
63629,-32,-2,0.491
63630,-32,-2,0.465
63631,-32,-2,0.234
63632,-32,-2,0.258
63633,-32,-2,0.101
63634,-32,-2,0.232
63635,-32,-2,0.515
63636,-32,-2,0.154
63637,-32,-2,0.565
63638,-32,-2,0.476
63639,-32,-2,0.536
63640,-32,-3,0.661
63641,-32,-3,0.654
63642,-32,-3,0.321
63643,-32,-3,0.572
63644,-32,-3,0.253
63645,-32,-3,0.409
63646,-32,-3,0.439
63647,-32,-3,0.358
63648,-32,-3,0.669
63649,-32,-3,0.633
63650,-32,-3,0.157
63651,-32,-3,0.629
63652,-32,-3,0.111
63653,-32,-3,0.243
63654,-32,-3,0.537
63655,-32,-3,0.14
63656,-32,-3,0.224
63657,-32,-3,0.315
63658,-32,-3,0.153
63659,-32,-3,0.528
63660,-32,-4,0.168
63661,-32,-4,0.602
63662,-32,-4,0.692
63663,-32,-4,0.31
63664,-32,-4,0.293
63665,-32,-4,0.252
63666,-32,-4,0.349
63667,-32,-4,0.515
63668,-32,-4,0.68
63669,-32,-4,0.169
63670,-32,-4,0.276
63671,-32,-4,0.411
63672,-32,-4,0.504
63673,-32,-4,0.572
63674,-32,-4,0.487
63675,-32,-4,0.222
63676,-32,-4,0.29
63677,-32,-4,0.684
63678,-32,-4,0.371
63679,-32,-4,0.28
63680,-32,-5,0.477
63681,-32,-5,0.33
63682,-32,-5,0.241
63683,-32,-5,0.68
63684,-32,-5,0.143
63685,-32,-5,0.292
63686,-32,-5,0.594
63687,-32,-5,0.316
63688,-32,-5,0.471
63689,-32,-5,0.137
63690,-32,-5,0.205
63691,-32,-5,0.492
63692,-32,-5,0.675
63693,-32,-5,0.313
63694,-32,-5,0.101
63695,-32,-5,0.467
63696,-32,-5,0.304
63697,-32,-5,0.122
63698,-32,-5,0.478
63699,-32,-5,0.467
63700,-32,-6,0.691
63701,-32,-6,0.214
63702,-32,-6,0.555
63703,-32,-6,0.553
63704,-32,-6,0.265
63705,-32,-6,0.307
63706,-32,-6,0.653
63707,-32,-6,0.597
63708,-32,-6,0.376
63709,-32,-6,0.326
63710,-32,-6,0.465
63711,-32,-6,0.645
63712,-32,-6,0.652
63713,-32,-6,0.457
63714,-32,-6,0.422
63715,-32,-6,0.285
63716,-32,-6,0.445
63717,-32,-6,0.561
63718,-32,-6,0.302
63719,-32,-6,0.646
63720,-32,-7,0.396
63721,-32,-7,0.284
63722,-32,-7,0.404
63723,-32,-7,0.149
63724,-32,-7,0.648
63725,-32,-7,0.131
63726,-32,-7,0.173
63727,-32,-7,0.462
63728,-32,-7,0.501
63729,-32,-7,0.529
63730,-32,-7,0.105
63731,-32,-7,0.256
63732,-32,-7,0.575
63733,-32,-7,0.355
63734,-32,-7,0.427
63735,-32,-7,0.628
63736,-32,-7,0.37
63737,-32,-7,0.448
63738,-32,-7,0.625
63739,-32,-7,0.563
63740,-32,-8,0.183
63741,-32,-8,0.6
63742,-32,-8,0.191
63743,-32,-8,0.128
63744,-32,-8,0.327
63745,-32,-8,0.489
63746,-32,-8,0.211
63747,-32,-8,0.658
63748,-32,-8,0.362
63749,-32,-8,0.158
63750,-32,-8,0.205
63751,-32,-8,0.664
63752,-32,-8,0.301
63753,-32,-8,0.574
63754,-32,-8,0.124
63755,-32,-8,0.452
63756,-32,-8,0.314
63757,-32,-8,0.241
63758,-32,-8,0.567
63759,-32,-8,0.421
63760,-32,-9,0.375
63761,-32,-9,0.369
63762,-32,-9,0.672
63763,-32,-9,0.162
63764,-32,-9,0.392
63765,-32,-9,0.576
63766,-32,-9,0.674
63767,-32,-9,0.691
63768,-32,-9,0.471
63769,-32,-9,0.116
63770,-32,-9,0.417
63771,-32,-9,0.489
63772,-32,-9,0.289
63773,-32,-9,0.233
63774,-32,-9,0.285
63775,-32,-9,0.663
63776,-32,-9,0.383
63777,-32,-9,0.408
63778,-32,-9,0.474
63779,-32,-9,0.491
63780,-32,-10,0.645
63781,-32,-10,0.184
63782,-32,-10,0.424
63783,-32,-10,0.439
63784,-32,-10,0.133
63785,-32,-10,0.571
63786,-32,-10,0.252
63787,-32,-10,0.444
63788,-32,-10,0.109
63789,-32,-10,0.355
63790,-32,-10,0.606
63791,-32,-10,0.551
63792,-32,-10,0.141
63793,-32,-10,0.62
63794,-32,-10,0.577
63795,-32,-10,0.306
63796,-32,-10,0.577
63797,-32,-10,0.271
63798,-32,-10,0.567
63799,-32,-10,0.302
63800,-32,-11,0.202
63801,-32,-11,0.571
63802,-32,-11,0.149
63803,-32,-11,0.502
63804,-32,-11,0.354
63805,-32,-11,0.402
63806,-32,-11,0.452
63807,-32,-11,0.203
63808,-32,-11,0.353
63809,-32,-11,0.196
63810,-32,-11,0.657
63811,-32,-11,0.555
63812,-32,-11,0.575
63813,-32,-11,0.148
63814,-32,-11,0.336
63815,-32,-11,0.386
63816,-32,-11,0.692
63817,-32,-11,0.27
63818,-32,-11,0.349
63819,-32,-11,0.511
63820,-32,-12,0.577
63821,-32,-12,0.543
63822,-32,-12,0.61
63823,-32,-12,0.304
63824,-32,-12,0.405
63825,-32,-12,0.278
63826,-32,-12,0.147
63827,-32,-12,0.165
63828,-32,-12,0.521
63829,-32,-12,0.335
63830,-32,-12,0.476
63831,-32,-12,0.487
63832,-32,-12,0.415
63833,-32,-12,0.383
63834,-32,-12,0.342
63835,-32,-12,0.19
63836,-32,-12,0.446
63837,-32,-12,0.69
63838,-32,-12,0.227
63839,-32,-12,0.192
63840,-32,-13,0.624
63841,-32,-13,0.26
63842,-32,-13,0.403
63843,-32,-13,0.482
63844,-32,-13,0.254
63845,-32,-13,0.202
63846,-32,-13,0.609
63847,-32,-13,0.196
63848,-32,-13,0.184
63849,-32,-13,0.385
63850,-32,-13,0.158
63851,-32,-13,0.576
63852,-32,-13,0.449
63853,-32,-13,0.177
63854,-32,-13,0.171
63855,-32,-13,0.469
63856,-32,-13,0.494
63857,-32,-13,0.616
63858,-32,-13,0.115
63859,-32,-13,0.545
63860,-32,-14,0.293
63861,-32,-14,0.59
63862,-32,-14,0.283
63863,-32,-14,0.166
63864,-32,-14,0.234
63865,-32,-14,0.624
63866,-32,-14,0.453
63867,-32,-14,0.198
63868,-32,-14,0.626
63869,-32,-14,0.521
63870,-32,-14,0.579
63871,-32,-14,0.582
63872,-32,-14,0.447
63873,-32,-14,0.533
63874,-32,-14,0.197
63875,-32,-14,0.354
63876,-32,-14,0.212
63877,-32,-14,0.161
63878,-32,-14,0.66
63879,-32,-14,0.383
63880,-32,-15,0.261
63881,-32,-15,0.347
63882,-32,-15,0.668
63883,-32,-15,0.607
63884,-32,-15,0.183
63885,-32,-15,0.535
63886,-32,-15,0.285
63887,-32,-15,0.432
63888,-32,-15,0.435
63889,-32,-15,0.613
63890,-32,-15,0.5
63891,-32,-15,0.255
63892,-32,-15,0.202
63893,-32,-15,0.585
63894,-32,-15,0.352
63895,-32,-15,0.273
63896,-32,-15,0.58
63897,-32,-15,0.104
63898,-32,-15,0.619
63899,-32,-15,0.582
63900,-32,-16,0.391
63901,-32,-16,0.29
63902,-32,-16,0.524
63903,-32,-16,0.276
63904,-32,-16,0.131
63905,-32,-16,0.134
63906,-32,-16,0.454
63907,-32,-16,0.451
63908,-32,-16,0.306
63909,-32,-16,0.275
63910,-32,-16,0.301
63911,-32,-16,0.115
63912,-32,-16,0.53
63913,-32,-16,0.132
63914,-32,-16,0.427
63915,-32,-16,0.298
63916,-32,-16,0.358
63917,-32,-16,0.395
63918,-32,-16,0.682
63919,-32,-16,0.698
63920,-32,-17,0.277
63921,-32,-17,0.558
63922,-32,-17,0.334
63923,-32,-17,0.607
63924,-32,-17,0.206
63925,-32,-17,0.649
63926,-32,-17,0.238
63927,-32,-17,0.142
63928,-32,-17,0.384
63929,-32,-17,0.506
63930,-32,-17,0.581
63931,-32,-17,0.527
63932,-32,-17,0.474
63933,-32,-17,0.275
63934,-32,-17,0.134
63935,-32,-17,0.181
63936,-32,-17,0.176
63937,-32,-17,0.182
63938,-32,-17,0.532
63939,-32,-17,0.356
63940,-32,-18,0.209
63941,-32,-18,0.599
63942,-32,-18,0.596
63943,-32,-18,0.206
63944,-32,-18,0.572
63945,-32,-18,0.249
63946,-32,-18,0.48
63947,-32,-18,0.434
63948,-32,-18,0.435
63949,-32,-18,0.551
63950,-32,-18,0.664
63951,-32,-18,0.139
63952,-32,-18,0.216
63953,-32,-18,0.407
63954,-32,-18,0.595
63955,-32,-18,0.447
63956,-32,-18,0.509
63957,-32,-18,0.418
63958,-32,-18,0.22
63959,-32,-18,0.617
63960,-32,-19,0.302
63961,-32,-19,0.597
63962,-32,-19,0.525
63963,-32,-19,0.353
63964,-32,-19,0.156
63965,-32,-19,0.302
63966,-32,-19,0.271
63967,-32,-19,0.416
63968,-32,-19,0.449
63969,-32,-19,0.675
63970,-32,-19,0.326
63971,-32,-19,0.248
63972,-32,-19,0.379
63973,-32,-19,0.683
63974,-32,-19,0.451
63975,-32,-19,0.181
63976,-32,-19,0.543
63977,-32,-19,0.688
63978,-32,-19,0.662
63979,-32,-19,0.357
63980,-32,-20,0.362
63981,-32,-20,0.211
63982,-32,-20,0.28
63983,-32,-20,0.144
63984,-32,-20,0.302
63985,-32,-20,0.344
63986,-32,-20,0.11
63987,-32,-20,0.66
63988,-32,-20,0.518
63989,-32,-20,0.471
63990,-32,-20,0.697
63991,-32,-20,0.432
63992,-32,-20,0.546
63993,-32,-20,0.345
63994,-32,-20,0.296
63995,-32,-20,0.383
63996,-32,-20,0.118
63997,-32,-20,0.494
63998,-32,-20,0.539
63999,-32,-20,0.315
64000,-33,-1,0.362
64001,-33,-1,0.294
64002,-33,-1,0.383
64003,-33,-1,0.401
64004,-33,-1,0.135
64005,-33,-1,0.585
64006,-33,-1,0.344
64007,-33,-1,0.327
64008,-33,-1,0.242
64009,-33,-1,0.324
64010,-33,-1,0.213
64011,-33,-1,0.648
64012,-33,-1,0.665
64013,-33,-1,0.205
64014,-33,-1,0.685
64015,-33,-1,0.107
64016,-33,-1,0.626
64017,-33,-1,0.425
64018,-33,-1,0.542
64019,-33,-1,0.124
64020,-33,-2,0.134
64021,-33,-2,0.425
64022,-33,-2,0.59
64023,-33,-2,0.664
64024,-33,-2,0.314
64025,-33,-2,0.696
64026,-33,-2,0.15
64027,-33,-2,0.295
64028,-33,-2,0.629
64029,-33,-2,0.176
64030,-33,-2,0.395
64031,-33,-2,0.259
64032,-33,-2,0.186
64033,-33,-2,0.483
64034,-33,-2,0.358
64035,-33,-2,0.304
64036,-33,-2,0.29
64037,-33,-2,0.407
64038,-33,-2,0.511
64039,-33,-2,0.692
64040,-33,-3,0.385
64041,-33,-3,0.571
64042,-33,-3,0.437
64043,-33,-3,0.691
64044,-33,-3,0.514
64045,-33,-3,0.136
64046,-33,-3,0.217
64047,-33,-3,0.477
64048,-33,-3,0.285
64049,-33,-3,0.169
64050,-33,-3,0.363
64051,-33,-3,0.359
64052,-33,-3,0.278
64053,-33,-3,0.595
64054,-33,-3,0.117
64055,-33,-3,0.403
64056,-33,-3,0.574
64057,-33,-3,0.368
64058,-33,-3,0.608
64059,-33,-3,0.524
64060,-33,-4,0.421
64061,-33,-4,0.676
64062,-33,-4,0.536
64063,-33,-4,0.264
