,id_medicine,id_disease,correlation_score
59098,D030,D015,0.274
59099,D030,D015,0.535
59100,D030,D016,0.444
59101,D030,D016,0.669
59102,D030,D016,0.666
59103,D030,D016,0.325
59104,D030,D016,0.274
59105,D030,D016,0.576
59106,D030,D016,0.168
59107,D030,D016,0.612
59108,D030,D016,0.372
59109,D030,D016,0.645
59110,D030,D016,0.143
59111,D030,D016,0.23
59112,D030,D016,0.321
59113,D030,D016,0.399
59114,D030,D016,0.636
59115,D030,D016,0.649
59116,D030,D016,0.349
59117,D030,D016,0.191
59118,D030,D016,0.563
59119,D030,D016,0.677
59120,D030,D017,0.527
59121,D030,D017,0.59
59122,D030,D017,0.352
59123,D030,D017,0.279
59124,D030,D017,0.357
59125,D030,D017,0.325
59126,D030,D017,0.567
59127,D030,D017,0.119
59128,D030,D017,0.238
59129,D030,D017,0.463
59130,D030,D017,0.407
59131,D030,D017,0.563
59132,D030,D017,0.146
59133,D030,D017,0.677
59134,D030,D017,0.101
59135,D030,D017,0.624
59136,D030,D017,0.646
59137,D030,D017,0.68
59138,D030,D017,0.49
59139,D030,D017,0.472
59140,D030,D018,0.478
59141,D030,D018,0.252
59142,D030,D018,0.477
59143,D030,D018,0.544
59144,D030,D018,0.186
59145,D030,D018,0.626
59146,D030,D018,0.233
59147,D030,D018,0.213
59148,D030,D018,0.107
59149,D030,D018,0.69
59150,D030,D018,0.271
59151,D030,D018,0.356
59152,D030,D018,0.226
59153,D030,D018,0.213
59154,D030,D018,0.247
59155,D030,D018,0.16
59156,D030,D018,0.578
59157,D030,D018,0.573
59158,D030,D018,0.24
59159,D030,D018,0.424
59160,D030,D019,0.435
59161,D030,D019,0.319
59162,D030,D019,0.664
59163,D030,D019,0.191
59164,D030,D019,0.116
59165,D030,D019,0.677
59166,D030,D019,0.347
59167,D030,D019,0.361
59168,D030,D019,0.326
59169,D030,D019,0.415
59170,D030,D019,0.143
59171,D030,D019,0.537
59172,D030,D019,0.546
59173,D030,D019,0.555
59174,D030,D019,0.301
59175,D030,D019,0.69
59176,D030,D019,0.334
59177,D030,D019,0.689
59178,D030,D019,0.349
59179,D030,D019,0.581
59180,D030,D020,0.631
59181,D030,D020,0.459
59182,D030,D020,0.357
59183,D030,D020,0.182
59184,D030,D020,0.541
59185,D030,D020,0.179
59186,D030,D020,0.124
59187,D030,D020,0.535
59188,D030,D020,0.475
59189,D030,D020,0.654
59190,D030,D020,0.408
59191,D030,D020,0.335
59192,D030,D020,0.29
59193,D030,D020,0.322
59194,D030,D020,0.444
59195,D030,D020,0.164
59196,D030,D020,0.106
59197,D030,D020,0.485
59198,D030,D020,0.515
59199,D030,D020,0.509
59200,D030,D001,0.394
59201,D030,D001,0.159
59202,D030,D001,0.696
59203,D030,D001,0.369
59204,D030,D001,0.21
59205,D030,D001,0.51
59206,D030,D001,0.605
59207,D030,D001,0.115
59208,D030,D001,0.574
59209,D030,D001,0.115
59210,D030,D001,0.486
59211,D030,D001,0.655
59212,D030,D001,0.558
59213,D030,D001,0.595
59214,D030,D001,0.263
59215,D030,D001,0.37
59216,D030,D001,0.455
59217,D030,D001,0.471
59218,D030,D001,0.405
59219,D030,D001,0.499
59220,D030,D002,0.668
59221,D030,D002,0.628
59222,D030,D002,0.493
59223,D030,D002,0.38
59224,D030,D002,0.275
59225,D030,D002,0.551
59226,D030,D002,0.421
59227,D030,D002,0.592
59228,D030,D002,0.164
59229,D030,D002,0.285
59230,D030,D002,0.586
59231,D030,D002,0.67
59232,D030,D002,0.32
59233,D030,D002,0.31
59234,D030,D002,0.56
59235,D030,D002,0.38
59236,D030,D002,0.616
59237,D030,D002,0.503
59238,D030,D002,0.437
59239,D030,D002,0.107
59240,D030,D003,0.353
59241,D030,D003,0.432
59242,D030,D003,0.531
59243,D030,D003,0.211
59244,D030,D003,0.2
59245,D030,D003,0.626
59246,D030,D003,0.306
59247,D030,D003,0.489
59248,D030,D003,0.678
59249,D030,D003,0.54
59250,D030,D003,0.631
59251,D030,D003,0.128
59252,D030,D003,0.115
59253,D030,D003,0.516
59254,D030,D003,0.173
59255,D030,D003,0.517
59256,D030,D003,0.621
59257,D030,D003,0.435
59258,D030,D003,0.267
59259,D030,D003,0.193
59260,D030,D004,0.189
59261,D030,D004,0.29
59262,D030,D004,0.508
59263,D030,D004,0.311
59264,D030,D004,0.12
59265,D030,D004,0.686
59266,D030,D004,0.651
59267,D030,D004,0.491
59268,D030,D004,0.331
59269,D030,D004,0.195
59270,D030,D004,0.598
59271,D030,D004,0.473
59272,D030,D004,0.153
59273,D030,D004,0.506
59274,D030,D004,0.461
59275,D030,D004,0.209
59276,D030,D004,0.391
59277,D030,D004,0.39
59278,D030,D004,0.285
59279,D030,D004,0.683
59280,D030,D005,0.507
59281,D030,D005,0.564
59282,D030,D005,0.693
59283,D030,D005,0.439
59284,D030,D005,0.661
59285,D030,D005,0.492
59286,D030,D005,0.184
59287,D030,D005,0.289
59288,D030,D005,0.678
59289,D030,D005,0.368
59290,D030,D005,0.158
59291,D030,D005,0.645
59292,D030,D005,0.276
59293,D030,D005,0.501
59294,D030,D005,0.108
59295,D030,D005,0.447
59296,D030,D005,0.447
59297,D030,D005,0.208
59298,D030,D005,0.369
59299,D030,D005,0.354
59300,D030,D006,0.502
59301,D030,D006,0.333
59302,D030,D006,0.543
59303,D030,D006,0.683
59304,D030,D006,0.548
59305,D030,D006,0.219
59306,D030,D006,0.375
59307,D030,D006,0.24
59308,D030,D006,0.44
59309,D030,D006,0.245
59310,D030,D006,0.492
59311,D030,D006,0.666
59312,D030,D006,0.346
59313,D030,D006,0.688
59314,D030,D006,0.447
59315,D030,D006,0.685
59316,D030,D006,0.324
59317,D030,D006,0.432
59318,D030,D006,0.691
59319,D030,D006,0.639
59320,D030,D007,0.204
59321,D030,D007,0.464
59322,D030,D007,0.345
59323,D030,D007,0.685
59324,D030,D007,0.553
59325,D030,D007,0.584
59326,D030,D007,0.188
59327,D030,D007,0.273
59328,D030,D007,0.604
59329,D030,D007,0.331
59330,D030,D007,0.303
59331,D030,D007,0.232
59332,D030,D007,0.513
59333,D030,D007,0.695
59334,D030,D007,0.392
59335,D030,D007,0.363
59336,D030,D007,0.125
59337,D030,D007,0.116
59338,D030,D007,0.657
59339,D030,D007,0.452
59340,D030,D008,0.441
59341,D030,D008,0.6
59342,D030,D008,0.512
59343,D030,D008,0.478
59344,D030,D008,0.172
59345,D030,D008,0.526
59346,D030,D008,0.38
59347,D030,D008,0.464
59348,D030,D008,0.181
59349,D030,D008,0.163
59350,D030,D008,0.107
59351,D030,D008,0.459
59352,D030,D008,0.545
59353,D030,D008,0.605
59354,D030,D008,0.366
59355,D030,D008,0.481
59356,D030,D008,0.132
59357,D030,D008,0.661
59358,D030,D008,0.366
59359,D030,D008,0.338
59360,D030,D009,0.187
59361,D030,D009,0.361
59362,D030,D009,0.353
59363,D030,D009,0.586
59364,D030,D009,0.633
59365,D030,D009,0.457
59366,D030,D009,0.531
59367,D030,D009,0.44
59368,D030,D009,0.651
59369,D030,D009,0.352
59370,D030,D009,0.208
59371,D030,D009,0.247
59372,D030,D009,0.266
59373,D030,D009,0.587
59374,D030,D009,0.456
59375,D030,D009,0.684
59376,D030,D009,0.396
59377,D030,D009,0.207
59378,D030,D009,0.404
59379,D030,D009,0.528
59380,D030,D010,0.13
59381,D030,D010,0.274
59382,D030,D010,0.568
59383,D030,D010,0.463
59384,D030,D010,0.169
59385,D030,D010,0.563
59386,D030,D010,0.364
59387,D030,D010,0.106
59388,D030,D010,0.544
59389,D030,D010,0.582
59390,D030,D010,0.447
59391,D030,D010,0.398
59392,D030,D010,0.182
59393,D030,D010,0.199
59394,D030,D010,0.125
59395,D030,D010,0.653
59396,D030,D010,0.553
59397,D030,D010,0.132
59398,D030,D010,0.311
59399,D030,D010,0.641
59400,D030,D011,0.414
59401,D030,D011,0.186
59402,D030,D011,0.222
59403,D030,D011,0.433
59404,D030,D011,0.363
59405,D030,D011,0.673
59406,D030,D011,0.576
59407,D030,D011,0.233
59408,D030,D011,0.356
59409,D030,D011,0.156
59410,D030,D011,0.531
59411,D030,D011,0.308
59412,D030,D011,0.327
59413,D030,D011,0.541
59414,D030,D011,0.558
59415,D030,D011,0.11
59416,D030,D011,0.202
59417,D030,D011,0.69
59418,D030,D011,0.218
59419,D030,D011,0.392
59420,D030,D012,0.483
59421,D030,D012,0.211
59422,D030,D012,0.629
59423,D030,D012,0.514
59424,D030,D012,0.476
59425,D030,D012,0.16
59426,D030,D012,0.606
59427,D030,D012,0.628
59428,D030,D012,0.591
59429,D030,D012,0.552
59430,D030,D012,0.565
59431,D030,D012,0.63
59432,D030,D012,0.171
59433,D030,D012,0.185
59434,D030,D012,0.272
59435,D030,D012,0.435
59436,D030,D012,0.284
59437,D030,D012,0.585
59438,D030,D012,0.511
59439,D030,D012,0.209
59440,D030,D013,0.667
59441,D030,D013,0.231
59442,D030,D013,0.683
59443,D030,D013,0.166
59444,D030,D013,0.275
59445,D030,D013,0.238
59446,D030,D013,0.494
59447,D030,D013,0.621
59448,D030,D013,0.583
59449,D030,D013,0.26
59450,D030,D013,0.216
59451,D030,D013,0.158
59452,D030,D013,0.616
59453,D030,D013,0.424
59454,D030,D013,0.588
59455,D030,D013,0.618
59456,D030,D013,0.485
59457,D030,D013,0.658
59458,D030,D013,0.443
59459,D030,D013,0.433
59460,D030,D014,0.461
59461,D030,D014,0.233
59462,D030,D014,0.554
59463,D030,D014,0.462
59464,D030,D014,0.444
59465,D030,D014,0.667
59466,D030,D014,0.313
59467,D030,D014,0.382
59468,D030,D014,0.422
59469,D030,D014,0.351
59470,D030,D014,0.502
59471,D030,D014,0.221
59472,D030,D014,0.549
59473,D030,D014,0.48
59474,D030,D014,0.22
59475,D030,D014,0.428
59476,D030,D014,0.153
59477,D030,D014,0.448
59478,D030,D014,0.135
59479,D030,D014,0.273
59480,D030,D015,0.133
59481,D030,D015,0.228
59482,D030,D015,0.495
59483,D030,D015,0.625
59484,D030,D015,0.623
59485,D030,D015,0.381
59486,D030,D015,0.296
59487,D030,D015,0.348
59488,D030,D015,0.323
59489,D030,D015,0.449
59490,D030,D015,0.561
59491,D030,D015,0.192
59492,D030,D015,0.691
59493,D030,D015,0.627
59494,D030,D015,0.485
59495,D030,D015,0.344
59496,D030,D015,0.549
59497,D030,D015,0.55
59498,D030,D015,0.191
59499,D030,D015,0.48
59500,D030,D016,0.551
59501,D030,D016,0.241
59502,D030,D016,0.282
59503,D030,D016,0.114
59504,D030,D016,0.452
59505,D030,D016,0.298
59506,D030,D016,0.453
59507,D030,D016,0.306
59508,D030,D016,0.261
59509,D030,D016,0.452
59510,D030,D016,0.297
59511,D030,D016,0.196
59512,D030,D016,0.103
59513,D030,D016,0.495
59514,D030,D016,0.203
59515,D030,D016,0.672
59516,D030,D016,0.651
59517,D030,D016,0.399
59518,D030,D016,0.626
59519,D030,D016,0.295
59520,D030,D017,0.626
59521,D030,D017,0.671
59522,D030,D017,0.162
59523,D030,D017,0.287
59524,D030,D017,0.101
59525,D030,D017,0.236
59526,D030,D017,0.175
59527,D030,D017,0.167
59528,D030,D017,0.346
59529,D030,D017,0.155
59530,D030,D017,0.145
59531,D030,D017,0.416
59532,D030,D017,0.234
59533,D030,D017,0.664
59534,D030,D017,0.159
59535,D030,D017,0.476
59536,D030,D017,0.616
59537,D030,D017,0.672
59538,D030,D017,0.152
59539,D030,D017,0.204
59540,D030,D018,0.338
59541,D030,D018,0.559
59542,D030,D018,0.667
59543,D030,D018,0.546
59544,D030,D018,0.351
59545,D030,D018,0.432
59546,D030,D018,0.188
59547,D030,D018,0.431
59548,D030,D018,0.165
59549,D030,D018,0.697
59550,D030,D018,0.324
59551,D030,D018,0.409
59552,D030,D018,0.467
59553,D030,D018,0.386
59554,D030,D018,0.571
59555,D030,D018,0.14
59556,D030,D018,0.638
59557,D030,D018,0.446
59558,D030,D018,0.636
59559,D030,D018,0.628
59560,D030,D019,0.572
59561,D030,D019,0.578
59562,D030,D019,0.43
59563,D030,D019,0.56
59564,D030,D019,0.256
59565,D030,D019,0.654
59566,D030,D019,0.419
59567,D030,D019,0.178
59568,D030,D019,0.107
59569,D030,D019,0.552
59570,D030,D019,0.406
59571,D030,D019,0.601
59572,D030,D019,0.181
59573,D030,D019,0.403
59574,D030,D019,0.224
59575,D030,D019,0.538
59576,D030,D019,0.633
59577,D030,D019,0.406
59578,D030,D019,0.576
59579,D030,D019,0.541
59580,D030,D020,0.589
59581,D030,D020,0.246
59582,D030,D020,0.483
59583,D030,D020,0.446
59584,D030,D020,0.394
59585,D030,D020,0.484
59586,D030,D020,0.566
59587,D030,D020,0.242
59588,D030,D020,0.174
59589,D030,D020,0.419
59590,D030,D020,0.466
59591,D030,D020,0.274
59592,D030,D020,0.5
59593,D030,D020,0.594
59594,D030,D020,0.46
59595,D030,D020,0.135
59596,D030,D020,0.633
59597,D030,D020,0.173
59598,D030,D020,0.579
59599,D030,D020,0.541
59600,D030,D001,0.286
59601,D030,D001,0.192
59602,D030,D001,0.688
59603,D030,D001,0.462
59604,D030,D001,0.53
59605,D030,D001,0.281
59606,D030,D001,0.557
59607,D030,D001,0.376
59608,D030,D001,0.571
59609,D030,D001,0.143
59610,D030,D001,0.184
59611,D030,D001,0.577
59612,D030,D001,0.421
59613,D030,D001,0.388
59614,D030,D001,0.684
59615,D030,D001,0.367
59616,D030,D001,0.4
59617,D030,D001,0.254
59618,D030,D001,0.539
59619,D030,D001,0.143
59620,D030,D002,0.618
59621,D030,D002,0.15
59622,D030,D002,0.27
59623,D030,D002,0.461
59624,D030,D002,0.266
59625,D030,D002,0.159
59626,D030,D002,0.645
59627,D030,D002,0.528
59628,D030,D002,0.658
59629,D030,D002,0.435
59630,D030,D002,0.563
59631,D030,D002,0.111
59632,D030,D002,0.164
59633,D030,D002,0.485
59634,D030,D002,0.699
59635,D030,D002,0.334
59636,D030,D002,0.364
59637,D030,D002,0.23
59638,D030,D002,0.264
59639,D030,D002,0.245
59640,D030,D003,0.247
59641,D030,D003,0.631
59642,D030,D003,0.178
59643,D030,D003,0.276
59644,D030,D003,0.309
59645,D030,D003,0.245
59646,D030,D003,0.382
59647,D030,D003,0.529
59648,D030,D003,0.236
59649,D030,D003,0.349
59650,D030,D003,0.661
59651,D030,D003,0.25
59652,D030,D003,0.637
59653,D030,D003,0.691
59654,D030,D003,0.441
59655,D030,D003,0.69
59656,D030,D003,0.331
59657,D030,D003,0.462
59658,D030,D003,0.146
59659,D030,D003,0.193
59660,D030,D004,0.158
59661,D030,D004,0.67
59662,D030,D004,0.241
59663,D030,D004,0.685
59664,D030,D004,0.559
59665,D030,D004,0.106
59666,D030,D004,0.695
59667,D030,D004,0.671
59668,D030,D004,0.222
59669,D030,D004,0.405
59670,D030,D004,0.616
59671,D030,D004,0.651
59672,D030,D004,0.199
59673,D030,D004,0.144
59674,D030,D004,0.486
59675,D030,D004,0.247
59676,D030,D004,0.295
59677,D030,D004,0.201
59678,D030,D004,0.497
59679,D030,D004,0.466
59680,D030,D005,0.542
59681,D030,D005,0.225
59682,D030,D005,0.517
59683,D030,D005,0.466
59684,D030,D005,0.434
59685,D030,D005,0.612
59686,D030,D005,0.663
59687,D030,D005,0.604
59688,D030,D005,0.469
59689,D030,D005,0.498
59690,D030,D005,0.609
59691,D030,D005,0.583
59692,D030,D005,0.362
59693,D030,D005,0.666
59694,D030,D005,0.344
59695,D030,D005,0.619
59696,D030,D005,0.268
59697,D030,D005,0.554
59698,D030,D005,0.447
59699,D030,D005,0.624
59700,D030,D006,0.506
59701,D030,D006,0.659
59702,D030,D006,0.584
59703,D030,D006,0.606
59704,D030,D006,0.295
59705,D030,D006,0.552
59706,D030,D006,0.659
59707,D030,D006,0.552
59708,D030,D006,0.457
59709,D030,D006,0.627
59710,D030,D006,0.448
59711,D030,D006,0.636
59712,D030,D006,0.477
59713,D030,D006,0.342
59714,D030,D006,0.323
59715,D030,D006,0.438
59716,D030,D006,0.369
59717,D030,D006,0.466
59718,D030,D006,0.508
59719,D030,D006,0.396
59720,D030,D007,0.655
59721,D030,D007,0.255
59722,D030,D007,0.659
59723,D030,D007,0.521
59724,D030,D007,0.419
59725,D030,D007,0.212
59726,D030,D007,0.61
59727,D030,D007,0.518
59728,D030,D007,0.128
59729,D030,D007,0.12
59730,D030,D007,0.289
59731,D030,D007,0.371
59732,D030,D007,0.254
59733,D030,D007,0.35
59734,D030,D007,0.122
59735,D030,D007,0.378
59736,D030,D007,0.588
59737,D030,D007,0.3
59738,D030,D007,0.532
59739,D030,D007,0.56
59740,D030,D008,0.39
59741,D030,D008,0.213
59742,D030,D008,0.658
59743,D030,D008,0.516
59744,D030,D008,0.547
59745,D030,D008,0.64
59746,D030,D008,0.598
59747,D030,D008,0.395
59748,D030,D008,0.428
59749,D030,D008,0.52
59750,D030,D008,0.581
59751,D030,D008,0.605
59752,D030,D008,0.191
59753,D030,D008,0.147
59754,D030,D008,0.404
59755,D030,D008,0.248
59756,D030,D008,0.26
59757,D030,D008,0.165
59758,D030,D008,0.513
59759,D030,D008,0.586
59760,D030,D009,0.122
59761,D030,D009,0.477
59762,D030,D009,0.391
59763,D030,D009,0.657
59764,D030,D009,0.529
59765,D030,D009,0.354
59766,D030,D009,0.537
59767,D030,D009,0.429
59768,D030,D009,0.561
59769,D030,D009,0.204
59770,D030,D009,0.607
59771,D030,D009,0.59
59772,D030,D009,0.343
59773,D030,D009,0.279
59774,D030,D009,0.272
59775,D030,D009,0.506
59776,D030,D009,0.666
59777,D030,D009,0.577
59778,D030,D009,0.42
59779,D030,D009,0.206
59780,D030,D010,0.219
59781,D030,D010,0.462
59782,D030,D010,0.365
59783,D030,D010,0.263
59784,D030,D010,0.329
59785,D030,D010,0.325
59786,D030,D010,0.468
59787,D030,D010,0.378
59788,D030,D010,0.307
59789,D030,D010,0.277
59790,D030,D010,0.36
59791,D030,D010,0.447
59792,D030,D010,0.296
59793,D030,D010,0.362
59794,D030,D010,0.551
59795,D030,D010,0.265
59796,D030,D010,0.564
59797,D030,D010,0.457
59798,D030,D010,0.627
59799,D030,D010,0.166
59800,D030,D011,0.158
59801,D030,D011,0.204
59802,D030,D011,0.1
59803,D030,D011,0.594
59804,D030,D011,0.335
59805,D030,D011,0.575
59806,D030,D011,0.295
59807,D030,D011,0.122
59808,D030,D011,0.321
59809,D030,D011,0.479
59810,D030,D011,0.611
59811,D030,D011,0.253
59812,D030,D011,0.511
59813,D030,D011,0.503
59814,D030,D011,0.499
59815,D030,D011,0.569
59816,D030,D011,0.243
59817,D030,D011,0.367
59818,D030,D011,0.591
59819,D030,D011,0.284
59820,D030,D012,0.495
59821,D030,D012,0.386
59822,D030,D012,0.17
59823,D030,D012,0.436
59824,D030,D012,0.521
59825,D030,D012,0.696
59826,D030,D012,0.387
59827,D030,D012,0.693
59828,D030,D012,0.382
59829,D030,D012,0.213
59830,D030,D012,0.382
59831,D030,D012,0.461
59832,D030,D012,0.43
59833,D030,D012,0.376
59834,D030,D012,0.29
59835,D030,D012,0.47
59836,D030,D012,0.19
59837,D030,D012,0.368
59838,D030,D012,0.349
59839,D030,D012,0.669
59840,D030,D013,0.296
59841,D030,D013,0.608
59842,D030,D013,0.111
59843,D030,D013,0.398
59844,D030,D013,0.569
59845,D030,D013,0.644
59846,D030,D013,0.45
59847,D030,D013,0.189
59848,D030,D013,0.523
59849,D030,D013,0.557
59850,D030,D013,0.552
59851,D030,D013,0.683
59852,D030,D013,0.307
59853,D030,D013,0.12
59854,D030,D013,0.101
59855,D030,D013,0.205
59856,D030,D013,0.24
59857,D030,D013,0.326
59858,D030,D013,0.319
59859,D030,D013,0.191
59860,D030,D014,0.272
59861,D030,D014,0.215
59862,D030,D014,0.236
59863,D030,D014,0.211
59864,D030,D014,0.115
59865,D030,D014,0.549
59866,D030,D014,0.187
59867,D030,D014,0.424
59868,D030,D014,0.103
59869,D030,D014,0.538
59870,D030,D014,0.626
59871,D030,D014,0.275
59872,D030,D014,0.604
59873,D030,D014,0.498
59874,D030,D014,0.352
59875,D030,D014,0.345
59876,D030,D014,0.622
59877,D030,D014,0.556
59878,D030,D014,0.113
59879,D030,D014,0.4
59880,D030,D015,0.633
59881,D030,D015,0.277
59882,D030,D015,0.327
59883,D030,D015,0.619
59884,D030,D015,0.107
59885,D030,D015,0.666
59886,D030,D015,0.663
59887,D030,D015,0.392
59888,D030,D015,0.329
59889,D030,D015,0.464
59890,D030,D015,0.675
59891,D030,D015,0.409
59892,D030,D015,0.662
59893,D030,D015,0.609
59894,D030,D015,0.293
59895,D030,D015,0.151
59896,D030,D015,0.548
59897,D030,D015,0.553
59898,D030,D015,0.671
59899,D030,D015,0.605
59900,D030,D016,0.596
59901,D030,D016,0.458
59902,D030,D016,0.405
59903,D030,D016,0.61
59904,D030,D016,0.247
59905,D030,D016,0.253
59906,D030,D016,0.544
59907,D030,D016,0.277
59908,D030,D016,0.165
59909,D030,D016,0.406
59910,D030,D016,0.65
59911,D030,D016,0.258
59912,D030,D016,0.6
59913,D030,D016,0.337
59914,D030,D016,0.654
59915,D030,D016,0.435
59916,D030,D016,0.466
59917,D030,D016,0.69
59918,D030,D016,0.166
59919,D030,D016,0.525
59920,D030,D017,0.219
59921,D030,D017,0.233
59922,D030,D017,0.374
59923,D030,D017,0.141
59924,D030,D017,0.5
59925,D030,D017,0.633
59926,D030,D017,0.178
59927,D030,D017,0.599
59928,D030,D017,0.406
59929,D030,D017,0.485
59930,D030,D017,0.131
59931,D030,D017,0.131
59932,D030,D017,0.142
59933,D030,D017,0.59
59934,D030,D017,0.12
59935,D030,D017,0.523
59936,D030,D017,0.526
59937,D030,D017,0.364
59938,D030,D017,0.472
59939,D030,D017,0.106
59940,D030,D018,0.262
59941,D030,D018,0.573
59942,D030,D018,0.311
59943,D030,D018,0.356
59944,D030,D018,0.38
59945,D030,D018,0.377
59946,D030,D018,0.6
59947,D030,D018,0.605
59948,D030,D018,0.531
59949,D030,D018,0.481
59950,D030,D018,0.45
59951,D030,D018,0.644
59952,D030,D018,0.284
59953,D030,D018,0.111
59954,D030,D018,0.108
59955,D030,D018,0.433
59956,D030,D018,0.607
59957,D030,D018,0.317
59958,D030,D018,0.132
59959,D030,D018,0.211
59960,D030,D019,0.525
59961,D030,D019,0.232
59962,D030,D019,0.139
59963,D030,D019,0.598
59964,D030,D019,0.487
59965,D030,D019,0.25
59966,D030,D019,0.425
59967,D030,D019,0.649
59968,D030,D019,0.32
59969,D030,D019,0.498
59970,D030,D019,0.252
59971,D030,D019,0.401
59972,D030,D019,0.384
59973,D030,D019,0.203
59974,D030,D019,0.34
59975,D030,D019,0.527
59976,D030,D019,0.465
59977,D030,D019,0.677
59978,D030,D019,0.385
59979,D030,D019,0.436
59980,D030,D020,0.101
59981,D030,D020,0.138
59982,D030,D020,0.368
59983,D030,D020,0.41
59984,D030,D020,0.598
59985,D030,D020,0.615
59986,D030,D020,0.29
59987,D030,D020,0.142
59988,D030,D020,0.477
59989,D030,D020,0.423
59990,D030,D020,0.627
59991,D030,D020,0.223
59992,D030,D020,0.586
59993,D030,D020,0.503
59994,D030,D020,0.176
59995,D030,D020,0.176
59996,D030,D020,0.599
59997,D030,D020,0.505
59998,D030,D020,0.163
59999,D030,D020,0.504
60000,D031,D001,0.672
60001,D031,D001,0.383
60002,D031,D001,0.228
60003,D031,D001,0.489
60004,D031,D001,0.122
60005,D031,D001,0.211
60006,D031,D001,0.526
60007,D031,D001,0.624
60008,D031,D001,0.66
60009,D031,D001,0.678
60010,D031,D001,0.461
60011,D031,D001,0.565
60012,D031,D001,0.424
60013,D031,D001,0.498
60014,D031,D001,0.335
60015,D031,D001,0.337
60016,D031,D001,0.593
60017,D031,D001,0.67
60018,D031,D001,0.241
60019,D031,D001,0.352
60020,D031,D002,0.387
60021,D031,D002,0.347
60022,D031,D002,0.473
60023,D031,D002,0.537
60024,D031,D002,0.645
60025,D031,D002,0.505
60026,D031,D002,0.316
60027,D031,D002,0.603
60028,D031,D002,0.481
60029,D031,D002,0.332
60030,D031,D002,0.361
60031,D031,D002,0.59
60032,D031,D002,0.375
60033,D031,D002,0.24
60034,D031,D002,0.15
60035,D031,D002,0.694
60036,D031,D002,0.129
60037,D031,D002,0.454
60038,D031,D002,0.435
60039,D031,D002,0.278
60040,D031,D003,0.41
60041,D031,D003,0.23
60042,D031,D003,0.193
60043,D031,D003,0.388
60044,D031,D003,0.148
60045,D031,D003,0.317
60046,D031,D003,0.563
60047,D031,D003,0.353
60048,D031,D003,0.576
60049,D031,D003,0.12
60050,D031,D003,0.606
60051,D031,D003,0.438
60052,D031,D003,0.525
60053,D031,D003,0.18
60054,D031,D003,0.339
60055,D031,D003,0.288
60056,D031,D003,0.156
60057,D031,D003,0.3
60058,D031,D003,0.443
60059,D031,D003,0.365
60060,D031,D004,0.535
60061,D031,D004,0.491
60062,D031,D004,0.362
60063,D031,D004,0.422
60064,D031,D004,0.409
60065,D031,D004,0.384
60066,D031,D004,0.466
60067,D031,D004,0.114
60068,D031,D004,0.148
60069,D031,D004,0.292
60070,D031,D004,0.288
60071,D031,D004,0.42
60072,D031,D004,0.679
60073,D031,D004,0.61
60074,D031,D004,0.376
60075,D031,D004,0.377
60076,D031,D004,0.424
60077,D031,D004,0.185
60078,D031,D004,0.577
60079,D031,D004,0.69
60080,D031,D005,0.212
60081,D031,D005,0.342
60082,D031,D005,0.309
60083,D031,D005,0.369
60084,D031,D005,0.103
60085,D031,D005,0.159
60086,D031,D005,0.68
60087,D031,D005,0.108
60088,D031,D005,0.603
60089,D031,D005,0.564
60090,D031,D005,0.516
60091,D031,D005,0.219
60092,D031,D005,0.583
60093,D031,D005,0.318
60094,D031,D005,0.417
60095,D031,D005,0.62
60096,D031,D005,0.332
60097,D031,D005,0.541
60098,D031,D005,0.347
60099,D031,D005,0.155
60100,D031,D006,0.607
60101,D031,D006,0.606
60102,D031,D006,0.308
60103,D031,D006,0.315
60104,D031,D006,0.201
60105,D031,D006,0.301
60106,D031,D006,0.186
60107,D031,D006,0.18
60108,D031,D006,0.11
60109,D031,D006,0.352
60110,D031,D006,0.164
60111,D031,D006,0.158
60112,D031,D006,0.502
60113,D031,D006,0.504
60114,D031,D006,0.502
60115,D031,D006,0.478
60116,D031,D006,0.167
60117,D031,D006,0.224
60118,D031,D006,0.45
60119,D031,D006,0.122
60120,D031,D007,0.683
60121,D031,D007,0.529
60122,D031,D007,0.649
60123,D031,D007,0.321
60124,D031,D007,0.44
60125,D031,D007,0.285
60126,D031,D007,0.358
60127,D031,D007,0.161
60128,D031,D007,0.171
60129,D031,D007,0.428
60130,D031,D007,0.509
60131,D031,D007,0.401
60132,D031,D007,0.542
60133,D031,D007,0.651
60134,D031,D007,0.477
60135,D031,D007,0.36
60136,D031,D007,0.618
60137,D031,D007,0.511
60138,D031,D007,0.484
60139,D031,D007,0.47
60140,D031,D008,0.315
60141,D031,D008,0.203
60142,D031,D008,0.387
60143,D031,D008,0.12
60144,D031,D008,0.309
60145,D031,D008,0.271
60146,D031,D008,0.585
60147,D031,D008,0.597
60148,D031,D008,0.594
60149,D031,D008,0.178
60150,D031,D008,0.555
60151,D031,D008,0.669
60152,D031,D008,0.5
60153,D031,D008,0.314
60154,D031,D008,0.131
60155,D031,D008,0.609
60156,D031,D008,0.664
60157,D031,D008,0.679
60158,D031,D008,0.32
60159,D031,D008,0.67
60160,D031,D009,0.487
60161,D031,D009,0.38
60162,D031,D009,0.127
60163,D031,D009,0.298
60164,D031,D009,0.34
60165,D031,D009,0.697
60166,D031,D009,0.51
60167,D031,D009,0.555
60168,D031,D009,0.643
60169,D031,D009,0.557
60170,D031,D009,0.581
60171,D031,D009,0.572
60172,D031,D009,0.373
